,id,x_pos,y_pos,x_yaw,y_yaw
378,2,37.557743608860015,2.864602422195219,0.8542866694603585,-0.519802160809599
379,1,-24.49787144593007,8.984999022745173,0.6150784814962172,0.7884658912091934
381,11,-24.751298182275647,4.803726995727152,0.1215703671872849,0.9925828155987532
382,18,-11.434383179266314,0.5114117294429027,-0.9829832458346036,-0.1836952324053817
383,12,38.10110237823184,7.886944239973928,0.997520818468275,0.0703719881940447
385,21,-6.356266609663889,35.76176669772649,-0.8970131725750167,0.4420038101950066
386,3,8.482663532717055,-13.646547103331956,0.7249098904832328,0.6888437055527091
388,9,-47.7979896891092,8.273861644883533,0.9792055338845324,0.2028707036757847
389,424,16.87081276600687,17.248235794162664,-0.9999922136362208,-0.0039462218552173
391,90,6.978011722230022,10.755792165801015,-0.809434124218511,0.587210693491367
394,14,6.423507751568793,16.046949964906077,-0.9940115124708246,0.1092754001386571
395,4,35.17479454957367,13.626827313031406,-0.9774097891006844,-0.2113530320817649
397,8,-8.789816926761985,29.36220741512737,-0.7358707179350401,0.6771220617331624
398,5,6.578854164805058,-21.630044999272627,-0.9999519962804428,-0.009798220999615
399,1,-24.45365080818384,9.132044105557933,0.420612412952465,0.9072404301343197
400,7,-17.736601314988096,7.2709020443670385,-0.9999632923658108,-0.0085681923956017
402,6,25.68630491496519,0.2917250992338267,0.9837853233712712,0.179350041871428
403,11,-24.75308135243757,4.983085780782082,-0.0833237858629113,0.9965225269453128
404,18,-11.60269082673253,0.4717777196893712,-0.9812522776166236,-0.1927277034372302
405,2,37.70357424573984,2.784134648202407,0.8554619771338043,-0.5178656251174839
406,10,44.711359171146825,-0.2501133790439376,-0.9996859919381472,0.0250582825158205
407,12,38.253451693977134,7.887326278672585,0.9980649711161816,0.0621796866416644
408,21,-6.423461425947812,35.865827268971735,-0.8717863967115796,0.489886189342627
409,3,8.535670371682722,-13.55041644465726,0.6805460667173034,0.7327052961973235
411,424,16.79922464604914,17.248516717182905,-0.9999937734209358,-0.0035288977540078
412,90,6.820483686852267,10.89403941304647,-0.7877833586605172,0.6159524168452909
414,615,-13.67400087065384,34.14147287691672,1.0,-1.110223024752418e-16
415,5,6.39232717208442,-21.62686443088034,-0.9999825051570672,-0.0059151821439509
417,4,35.001146223541106,13.594975639194631,-0.9781837378550766,-0.2077416063186929
418,8,-8.805933295847334,29.459330497809177,-0.6203328276976762,0.7843386914341312
420,1,-24.41057551024017,9.3058640913396,0.1912350449360489,0.981544271843256
421,7,-17.894293901080903,7.257926246804171,-0.9998182158655228,-0.0190665996832974
422,2,37.850681517541744,2.688781547143655,0.8518873735026425,-0.5237250260077031
423,14,6.237526430727298,16.0710909968954,-0.9936908706523556,0.112153705164669
424,11,-24.770028326545248,5.1540678033716985,-0.2332754437676854,0.9724106988998988
425,6,25.83121215254367,0.3236533898795544,0.9828395249614246,0.1844626470958316
426,18,-11.78411642076616,0.4257356997580673,-0.9792659622442385,-0.202578812292564
427,10,44.51363978384356,-0.2600329789174249,-0.999890675260368,0.0147863966998563
429,21,-6.505761585045079,35.67975252751768,-0.9489117983830848,0.3155414376740077
430,12,38.396316573188855,7.892486274367441,0.99823159130423,0.0594448494171236
431,3,8.619958129245644,-13.47549768771562,0.6738986579507817,0.7388237941567226
