Frame#,secs,nsecs,x,y,z,l,w,h,orientation,confidence_level
0,0,6239615,-61.462524,-24.392504,-2.7536016,0.8938727,0.8824448,1.7367878,-2.7612822,0.53306425
0,0,6239615,-60.92864,-25.272783,-2.7969232,0.9097872,0.8997017,1.732837,-2.7711241,0.53174615
0,0,6239615,-3.7536755,18.987461,-0.7616187,0.86225456,0.84090555,1.7539085,-1.9326673,0.51724577
0,0,6239615,1.9174647,18.478973,-0.6661076,0.8454065,0.74975425,1.3153697,-1.1356608,0.510782
0,0,6239615,5.041677,17.866175,-0.32080334,0.83405465,0.8295907,1.8653934,-1.8895302,0.47262537
0,0,6239615,-10.1575365,39.16812,-0.62337524,0.85930395,0.80976015,1.5711758,1.273766,0.47203726
0,0,6239615,-7.759085,39.865932,-0.44426626,0.9874927,0.89645797,1.6550598,-1.5320017,0.46730453
0,0,6239615,-0.36374992,17.743643,-0.7848248,0.8364408,0.76565355,1.3547729,-1.4712454,0.4460722
0,0,6239615,39.33885,-1.7901175,0.06480332,0.90283847,0.8579241,1.7383215,-0.07996472,0.39791453
0,0,6239615,-64.57872,-29.218777,-2.9288728,0.97405833,0.8566574,1.7164996,0.5429213,0.39581227
0,0,6239615,67.036995,0.21661432,0.8559672,0.93564606,0.9596279,1.7774881,0.2792089,0.37714064
0,0,6239615,-4.4854665,20.67974,-0.86910623,0.85060024,0.80522335,1.420174,2.4047875,0.34777862
0,0,6239615,39.109585,-0.9429353,0.028237056,0.8784504,0.82297075,1.7087647,-0.08342014,0.3134518
1,0,106115120,34.44412,8.579917,0.21779723,1.0609353,0.9869774,1.8677232,-3.1761103,0.8572682
1,0,106115120,32.19577,2.768099,-0.13350563,0.9188588,0.81501776,1.5424197,0.0049358374,0.836837
1,0,106115120,-4.3323,18.006231,-0.83771366,0.95412314,0.82582194,1.6111733,2.342157,0.81692433
1,0,106115120,24.283222,3.8890698,-0.38209862,0.8853432,0.82962036,1.5507429,3.1550379,0.8144539
1,0,106115120,53.7911,6.278403,0.78234285,0.997443,0.9697548,1.7844533,0.40497386,0.7985592
1,0,106115120,1.4405855,-11.11906,-1.064815,0.81992877,0.85094106,1.8288243,-1.0566419,0.78931403
1,0,106115120,17.283415,-6.151194,-0.7977453,0.8916232,0.7967457,1.5375558,0.6602857,0.7876059
1,0,106115120,35.063942,-1.0819436,-0.14302365,0.90589744,0.8080703,1.5550234,-0.07160865,0.78438306
1,0,106115120,-10.37331,27.766863,-0.9510923,0.96415466,0.84274256,1.700617,2.1716535,0.7763129
1,0,106115120,-7.2934437,42.89653,-0.25588495,0.9961947,0.86861783,1.7045956,1.6905578,0.7724744
1,0,106115120,-6.1886754,22.21319,-0.66503173,1.1063468,0.9234786,1.9058934,1.8422475,0.7658164
1,0,106115120,25.684185,14.203468,-0.017479826,0.83971554,0.7494523,1.6071712,2.905513,0.74309766
1,0,106115120,39.120422,-0.8800188,0.046241116,0.86043954,0.82224584,1.6755081,-0.1012415,0.73317504
1,0,106115120,-1.9203001,16.031904,-0.7772041,0.96123207,0.83544225,1.6458504,2.5172591,0.72890484
1,0,106115120,2.9836247,-11.446424,-1.1786386,0.72760624,0.71449393,1.5562868,-2.3831108,0.7180964
1,0,106115120,24.102388,-3.3056245,-0.3661495,0.8899116,0.85357416,1.8175561,0.39750862,0.6986335
1,0,106115120,-24.417217,0.8504667,-1.3351355,0.941572,0.8743109,1.7269049,1.2756648,0.67760915
1,0,106115120,48.92899,16.396399,1.0820155,0.963334,0.8479059,1.682865,-2.9892685,0.6552002
1,0,106115120,8.155071,28.087717,0.33247942,0.9892843,0.8970425,1.8444278,-2.9362202,0.6386335
1,0,106115120,39.484367,-1.8194054,0.06699665,0.8987745,0.8420606,1.7249446,-0.10566777,0.63830644
1,0,106115120,37.19211,11.437576,0.2828161,0.91805273,0.8536707,1.6592753,-3.076177,0.6335458
1,0,106115120,-3.7367399,19.061798,-0.7642346,0.8453275,0.81398743,1.6602504,-2.6673596,0.60408854
1,0,106115120,59.307865,13.400658,1.3933368,0.91620475,0.8782751,1.7921649,0.32153133,0.5997871
1,0,106115120,40.30622,-2.2242453,0.13069947,0.90827966,0.839155,1.7590227,-0.016795108,0.5808838
1,0,106115120,5.0953546,17.866419,-0.36523622,0.8387572,0.83723795,1.7866968,-1.753019,0.5805
1,0,106115120,2.8434749,-12.974454,-1.1711525,0.79414624,0.77156144,1.6037116,3.1427617,0.57691234
1,0,106115120,-0.370316,17.725239,-0.7952536,0.81407446,0.751514,1.2843573,-1.5089924,0.5596849
1,0,106115120,-10.172406,39.269943,-0.68796486,0.89416146,0.8294829,1.571942,1.6138792,0.55213064
1,0,106115120,-61.07954,-25.300682,-2.8175955,0.93398213,0.9058333,1.7336624,-2.9231956,0.5496912
1,0,106115120,-64.44819,-29.092651,-2.9396183,0.91684765,0.83286613,1.6929132,0.49474192,0.49701104
1,0,106115120,-0.7135108,-23.800917,-1.48427,0.88251054,0.827726,1.6853821,1.492013,0.46938393
1,0,106115120,23.809546,-2.1885104,-0.35782522,0.8124202,0.8079348,1.756472,0.04902614,0.45339915
1,0,106115120,67.1842,0.2508734,0.83901304,0.9603366,0.9980182,1.7808341,0.38305175,0.44395882
1,0,106115120,-7.8047247,39.76704,-0.45347458,0.94661385,0.8836595,1.6602935,-1.4567531,0.40958184
1,0,106115120,2.243475,-12.286755,-1.1831987,0.7844414,0.7861203,1.6182462,-2.4320018,0.40685594
1,0,106115120,-61.64554,-24.397491,-2.7502909,0.97173643,0.9223027,1.7472522,-2.7264678,0.37970445
1,0,106115120,2.2936866,17.68008,-0.5619487,0.8715478,0.8044374,1.5606571,1.3322963,0.37968153
1,0,106115120,2.1344447,-13.432265,-1.3201365,0.7150015,0.70856786,1.3096874,1.3905165,0.30930662
1,0,106115120,1.9362972,18.487314,-0.6774569,0.8143318,0.7431971,1.2922163,-1.0969388,0.30241314
1,0,106115120,7.9291277,21.917711,-0.36566895,0.8736632,0.76944476,1.1796905,-1.8975816,0.3006566
2,0,206108170,24.169127,3.8606002,-0.38347775,0.90096587,0.8197085,1.5577942,-3.0725987,0.84152687
2,0,206108170,-6.2228413,22.43532,-0.70350546,1.0761409,0.9415506,1.8920695,1.8299938,0.8141486
2,0,206108170,34.27057,8.619882,0.23227115,1.0872756,0.94994676,1.8603665,-3.2448297,0.8135552
2,0,206108170,35.141556,-1.0744984,-0.1460561,0.88932073,0.7933011,1.5342885,-0.06209281,0.80598974
2,0,206108170,32.32153,2.771047,-0.12812774,0.918794,0.8067222,1.5134223,0.018076042,0.8040188
2,0,206108170,-4.4229527,18.105804,-0.8100464,0.98432,0.87035936,1.7000356,2.2540765,0.80199784
2,0,206108170,53.971844,6.324796,0.78604525,1.0137082,0.9789927,1.7883354,0.32116526,0.79532576
2,0,206108170,-10.4956875,27.874426,-0.9557295,0.9879372,0.8658016,1.6938152,2.171566,0.79474515
2,0,206108170,17.436224,-6.000676,-0.78847975,0.92319083,0.81132233,1.529002,0.7781854,0.7942808
2,0,206108170,1.4490699,-11.130994,-1.0461701,0.8098536,0.85718215,1.8660398,-1.0476593,0.7737704
2,0,206108170,3.0067425,-11.447798,-1.1713958,0.7316336,0.7059064,1.5270456,-2.3811903,0.7602844
2,0,206108170,48.82739,16.44493,1.0900257,0.9582029,0.8637715,1.7179718,-3.0713944,0.73240846
2,0,206108170,25.302984,13.520045,-0.11937837,0.85686976,0.75100064,1.5371565,-2.972481,0.7272582
2,0,206108170,-1.9886781,16.037321,-0.78774315,0.9384808,0.84473956,1.6097034,2.5423853,0.7179057
2,0,206108170,24.081085,-3.2864313,-0.3608839,0.8802691,0.8575646,1.8210714,0.4307024,0.69386214
2,0,206108170,37.07081,11.468554,0.28273004,0.9120675,0.84513235,1.6139488,-3.166464,0.68900746
2,0,206108170,40.409943,-2.240505,0.16286786,0.90537477,0.8370508,1.78721,-0.012114886,0.6853486
2,0,206108170,-0.677131,-23.722807,-1.4782339,0.8702748,0.8404165,1.6895312,1.4452538,0.629293
2,0,206108170,-24.382929,0.9341201,-1.3334785,0.93994623,0.8629932,1.7427274,1.269859,0.61897594
2,0,206108170,8.051924,28.083233,0.288881,0.9827083,0.8918864,1.8167498,-2.9206543,0.59590966
2,0,206108170,-9.237969,48.93826,-0.16738467,0.91300243,0.84136236,1.7228844,1.6900558,0.58583975
2,0,206108170,2.8351843,-12.976994,-1.1740386,0.7815329,0.7947694,1.618934,3.2446914,0.5816588
2,0,206108170,59.40542,13.4231825,1.4364903,0.9375198,0.89219,1.7911365,0.27814314,0.56976175
2,0,206108170,-3.7017179,19.020678,-0.73948616,0.8813583,0.8682232,1.7370737,-1.8307391,0.5587881
2,0,206108170,-7.783485,39.63418,-0.45407408,0.9411014,0.86356086,1.6449817,-1.4714724,0.55334616
2,0,206108170,-10.164864,39.348507,-0.66437465,0.91356254,0.8212113,1.531631,1.6178905,0.545072
2,0,206108170,1.9194214,18.492632,-0.64679176,0.814159,0.743319,1.3117062,-1.0027499,0.5424977
2,0,206108170,23.779215,-2.1832209,-0.3636499,0.803357,0.80179703,1.7605231,-0.0998786,0.51375765
2,0,206108170,-61.241173,-25.201439,-2.8450987,0.91701406,0.8864131,1.7226081,-3.0004027,0.50461364
2,0,206108170,-61.85149,-24.355515,-2.8123636,0.93730354,0.92282087,1.7627993,-2.8233922,0.4849453
2,0,206108170,39.312145,-1.0047374,0.11161204,0.8981495,0.863047,1.7909868,0.0040124636,0.4828724
2,0,206108170,-7.3199725,43.081955,-0.30339688,1.0009755,0.90265447,1.6828864,1.7123829,0.48062214
2,0,206108170,67.372284,0.26960725,0.83936065,1.03867,1.0057902,1.8276592,0.16357645,0.4316787
2,0,206108170,-64.29538,-29.05618,-2.932976,0.9250356,0.84308046,1.6929474,0.41709253,0.40055412
2,0,206108170,5.042562,17.847572,-0.3517769,0.84190214,0.83690494,1.8023939,-1.9077221,0.39027512
2,0,206108170,16.81521,-5.0866733,-0.8452887,0.8048172,0.74400073,1.2995185,0.9366721,0.38212514
2,0,206108170,7.9117656,21.886799,-0.38181216,0.8519755,0.7375327,1.136481,-1.2835784,0.36909136
2,0,206108170,-0.3705997,17.774012,-0.80293995,0.8123873,0.75039464,1.317442,-1.5629598,0.36823812
2,0,206108170,2.2422137,-12.287001,-1.1837645,0.79463094,0.7911159,1.6252743,-2.7818248,0.3628464
2,0,206108170,2.3042243,17.708817,-0.54142565,0.8759552,0.8548247,1.6068019,1.2427372,0.35135174
2,0,206108170,39.55631,-1.8132167,0.08511801,0.88661194,0.84541714,1.7661779,-0.053924732,0.34269467
3,0,306125280,32.424164,2.778799,-0.119189784,0.922296,0.829088,1.5152073,0.031150974,0.8687673
3,0,306125280,34.088905,8.580064,0.22293253,1.0889286,0.9063834,1.8479952,-3.139131,0.8405369
3,0,306125280,25.399508,14.17971,-0.015349197,0.8744599,0.78986496,1.6472791,3.031366,0.83742154
3,0,306125280,-10.576453,27.950584,-0.9836366,0.9662059,0.8358794,1.68731,2.273892,0.80945635
3,0,306125280,24.059406,3.849412,-0.3776794,0.92095256,0.8197741,1.5528108,-3.0369267,0.8067956
3,0,306125280,-6.2600236,22.56349,-0.70082074,1.1239557,0.9776251,1.8677179,1.8260671,0.7967588
3,0,306125280,39.40443,-0.9828721,0.11172195,0.9336053,0.850487,1.7793869,-0.1112601,0.79287755
3,0,306125280,-4.4834237,18.25739,-0.79747313,0.98927414,0.8685885,1.7226336,2.1709154,0.7859285
3,0,306125280,54.1183,6.3287015,0.785536,1.0272014,0.98092246,1.8067396,0.19109672,0.7706124
3,0,306125280,1.4572188,-11.137427,-1.0568173,0.8136986,0.841974,1.8201708,-1.0089018,0.7647812
3,0,306125280,-24.391819,1.0362351,-1.3545351,0.9074818,0.8253129,1.6727672,1.5871345,0.7631756
3,0,306125280,-2.0636578,16.047384,-0.71950346,0.93424433,0.8349453,1.6902022,2.5216682,0.75423694
3,0,306125280,3.0020792,-11.428557,-1.1636971,0.7185237,0.71200013,1.5657339,-2.2280211,0.73838156
3,0,306125280,25.16125,13.510104,-0.058000494,0.9202855,0.8041312,1.6594479,-3.0863447,0.7380778
3,0,306125280,36.95234,11.471508,0.28132194,0.91673446,0.84242547,1.6374487,-3.0829082,0.73757726
3,0,306125280,48.68855,16.45382,1.0752487,1.008753,0.88276154,1.7161632,-3.1743548,0.7243944
3,0,306125280,35.21434,-1.0949969,-0.13268273,0.90903467,0.8136201,1.5430543,-0.10930166,0.721422
3,0,306125280,24.076345,-3.278729,-0.35796183,0.86052203,0.8533812,1.8206617,0.30670974,0.68644977
3,0,306125280,2.4442456,17.600582,-0.53402,0.8457242,0.8318482,1.687563,1.4070985,0.684474
3,0,306125280,-0.6476293,-23.60757,-1.4792159,0.8777079,0.85069525,1.6894457,1.4149065,0.68065506
3,0,306125280,17.48977,-5.9025726,-0.80625534,0.8993481,0.8128425,1.5087953,0.85438275,0.6741894
3,0,306125280,2.8600132,-12.957745,-1.1623484,0.7926764,0.78249836,1.6127708,3.0379882,0.64852005
3,0,306125280,59.539906,13.388213,1.4451518,0.97437173,0.8860645,1.7574096,0.1810964,0.6214191
3,0,306125280,40.49645,-2.2735238,0.14110751,0.92213583,0.8375535,1.7538589,-0.04333865,0.61200917
3,0,306125280,-7.811888,39.493195,-0.47824925,0.93720263,0.8543039,1.6399153,-1.5349998,0.5796479
3,0,306125280,23.804005,-2.1838276,-0.3687945,0.8065128,0.8034566,1.7510746,0.021515824,0.56421953
3,0,306125280,39.6387,-1.8276073,0.079546764,0.882156,0.820532,1.7373997,-0.029013786,0.5635807
3,0,306125280,-9.256508,49.122864,-0.12036531,0.9413456,0.86489695,1.7569435,1.7430079,0.5580329
3,0,306125280,16.85752,-5.0482035,-0.83711404,0.8207491,0.764321,1.3655546,0.9330056,0.5422997
3,0,306125280,-3.7138784,19.016582,-0.76124984,0.87436783,0.840055,1.6509919,-1.9445833,0.5301237
3,0,306125280,-10.086806,39.392147,-0.6488002,0.8865086,0.8460994,1.5904194,1.2840282,0.5105611
3,0,306125280,67.5006,0.22999181,0.88207763,1.0101599,0.96654433,1.7718967,-0.039466485,0.4857081
3,0,306125280,-61.946564,-24.399586,-2.7861226,0.9505826,0.92149615,1.716256,-2.7499733,0.4667294
3,0,306125280,-64.188896,-29.017082,-2.90002,0.92714345,0.8493861,1.7130864,0.42792574,0.46370652
3,0,306125280,2.2178857,-12.287527,-1.1780621,0.77808887,0.7772172,1.595593,0.7406782,0.42455813
3,0,306125280,-61.35997,-25.264929,-2.8223743,0.9098624,0.8895081,1.7030345,-2.876487,0.39864284
3,0,306125280,-25.898623,49.005627,-1.145893,0.85521626,0.87032557,1.9559681,-0.22507054,0.39110276
3,0,306125280,1.9401911,18.486366,-0.6563801,0.7995132,0.7310162,1.297602,-0.99221957,0.39011642
3,0,306125280,-7.3364906,43.288754,-0.3404159,1.0207075,0.902919,1.6268945,1.7704748,0.37786856
3,0,306125280,6.886441,21.580896,-0.34993607,0.82044286,0.77499,1.3235675,-0.57415855,0.3182773
4,0,406241794,33.917698,8.552567,0.19238205,1.0831352,0.91540825,1.8430117,-3.0522172,0.85471636
4,0,406241794,23.923597,3.8419237,-0.3723188,0.9254172,0.8208497,1.5539927,-3.0857203,0.8238821
4,0,406241794,-10.684535,28.08818,-0.95559305,1.0069464,0.85914856,1.7209963,2.2645395,0.8206716
4,0,406241794,-6.314531,22.644146,-0.72002345,1.0439558,0.89053226,1.8289253,1.9098527,0.8142079
4,0,406241794,-4.575585,18.330723,-0.8258599,0.97779,0.82421696,1.6603695,2.227732,0.80995184
4,0,406241794,32.551643,2.7521424,-0.09671466,0.91679376,0.8443791,1.5749987,-0.05230438,0.79310226
4,0,406241794,25.299248,14.185604,0.0012748956,0.84973603,0.7887806,1.6298281,2.9987264,0.79048485
4,0,406241794,54.28926,6.365957,0.8014845,0.99115944,0.971359,1.8008268,0.20510721,0.7902156
4,0,406241794,35.331142,-1.0992702,-0.13520472,0.9146297,0.8135331,1.5391877,-0.14643386,0.7780862
4,0,406241794,25.085392,13.505049,-0.050145913,0.90444225,0.80611986,1.6438293,3.1698275,0.7756725
4,0,406241794,48.548134,16.465971,1.0686929,0.98589414,0.8595196,1.692592,-3.216777,0.76606333
4,0,406241794,1.4486473,-11.132064,-1.049174,0.8170936,0.85427296,1.8511624,-1.0294454,0.75516325
4,0,406241794,2.471839,17.689754,-0.5133342,0.8622461,0.85973215,1.6155046,1.2133104,0.75066876
4,0,406241794,17.52098,-5.8863115,-0.75715584,0.9085044,0.8049702,1.515638,0.86234033,0.74060833
4,0,406241794,36.868534,11.47475,0.2958166,0.92018163,0.8428684,1.6651142,-3.1127324,0.73224944
4,0,406241794,-0.5787587,-23.518198,-1.4659324,0.8949658,0.8378373,1.701484,1.2844491,0.73100984
4,0,406241794,-24.373438,1.1001735,-1.3664598,0.9130303,0.82033664,1.6485115,1.5869019,0.72879255
4,0,406241794,39.546852,-0.935771,0.092950776,0.90800834,0.842471,1.7423254,-0.03748199,0.7076878
4,0,406241794,3.0060315,-11.458406,-1.1730244,0.7289517,0.72226846,1.5406232,-2.3023202,0.6871479
4,0,406241794,-25.291445,1.5394816,-1.3655776,0.899244,0.8380117,1.6919281,1.5710728,0.6763229
4,0,406241794,-2.1529772,16.12371,-0.7803883,0.8950639,0.8205014,1.6278653,2.428441,0.67341846
4,0,406241794,23.844484,-2.151896,-0.3331054,0.8009765,0.7930545,1.8173972,-0.22949369,0.66422397
4,0,406241794,24.02767,-3.2518902,-0.38296717,0.8618758,0.8403067,1.7855457,0.45980623,0.6453261
4,0,406241794,2.8416476,-12.98148,-1.1517851,0.78275573,0.7787898,1.6397073,2.8658385,0.6425254
4,0,406241794,59.665363,13.404148,1.3894899,0.97258645,0.88211286,1.773206,0.100595884,0.63806677
4,0,406241794,-7.379836,43.524765,-0.31468087,0.99708086,0.93141997,1.6375158,1.6672333,0.60804814
4,0,406241794,-3.697009,19.02195,-0.77576786,0.8675405,0.8175497,1.6848223,2.9535322,0.5978199
4,0,406241794,-9.342643,49.293934,-0.13997261,0.9775295,0.88427955,1.7347383,1.6816342,0.589633
4,0,406241794,-62.06409,-24.448196,-2.7942083,0.95801437,0.90298367,1.6772147,-2.6627393,0.5305983
4,0,406241794,-61.513012,-25.283562,-2.8194835,0.8822432,0.8616037,1.6965264,-2.7877712,0.5125586
4,0,406241794,-7.767122,39.39513,-0.4614206,0.933129,0.853677,1.6321561,-1.4075444,0.49068034
4,0,406241794,-10.064968,39.491043,-0.6018428,1.0125077,0.79581904,1.4970791,1.5741109,0.48527437
4,0,406241794,1.9333731,18.466326,-0.649718,0.81935596,0.74553007,1.3160344,-0.90723383,0.48491699
4,0,406241794,16.936556,-4.9848194,-0.81327957,0.8426411,0.7638901,1.3744695,0.8174699,0.4841916
4,0,406241794,2.2029529,-12.286962,-1.162155,0.7973424,0.7905888,1.6613675,0.8061485,0.47627917
4,0,406241794,39.613182,-1.8505558,0.071984604,0.9173526,0.8614166,1.7180455,-0.079508856,0.43784305
4,0,406241794,-0.36187056,17.750795,-0.7730165,0.79765886,0.74630547,1.4061211,-1.551323,0.42925313
4,0,406241794,-64.105064,-28.943777,-2.9054968,0.9088038,0.84274155,1.6840491,0.5404212,0.4253878
4,0,406241794,40.53926,-2.283741,0.14989527,0.9010886,0.8370217,1.7335377,-0.061173584,0.41384768
4,0,406241794,-25.71511,49.03887,-1.0195543,0.8883425,0.88931674,2.074353,-0.049322125,0.3744406
4,0,406241794,67.64765,0.21905684,0.8687636,0.9935303,0.9920842,1.7911277,0.08429239,0.30766714
5,0,506429984,25.226248,14.186828,-0.009942221,0.8541235,0.76258415,1.640194,2.958461,0.838143
5,0,506429984,33.77068,8.538114,0.18707354,1.0202603,0.92823493,1.8301433,-2.9471202,0.8377345
5,0,506429984,-6.332511,22.778189,-0.70569354,1.0539448,0.90051144,1.8299313,1.8655025,0.8169787
5,0,506429984,-10.759878,28.186329,-0.9765275,0.97007847,0.8517867,1.6928935,2.2766423,0.8084353
5,0,506429984,24.941132,13.491267,-0.057727147,0.8976145,0.7951105,1.6838053,3.1571155,0.79732686
5,0,506429984,23.820837,3.8350513,-0.3673678,0.9349212,0.82198656,1.5612986,3.119769,0.7882687
5,0,506429984,32.718323,2.7744021,-0.09739141,0.94720334,0.87071323,1.6092665,-0.022835469,0.7782409
5,0,506429984,-4.6700034,18.463312,-0.7729097,0.98695546,0.8687015,1.7876555,2.1525986,0.77314657
5,0,506429984,1.4409297,-11.140903,-1.0616589,0.8208867,0.8491246,1.8300267,-0.98085034,0.7521991
5,0,506429984,54.441494,6.437962,0.8107969,0.96966344,0.97987604,1.756014,0.31753045,0.73322076
5,0,506429984,-0.50415903,-23.396183,-1.4655241,0.92363304,0.8540386,1.7262754,1.2009162,0.6934075
5,0,506429984,3.0160544,-11.449958,-1.1828914,0.73950154,0.73084104,1.5655302,-2.3339977,0.68549985
5,0,506429984,-2.2216942,16.122242,-0.7200132,0.9014369,0.82432646,1.7440238,2.2336922,0.6843384
5,0,506429984,48.420776,16.426197,1.0575058,1.0278382,0.8758361,1.711489,-3.0124283,0.6834539
5,0,506429984,36.726437,11.463842,0.27115887,0.9092838,0.84920627,1.6343884,-3.0087636,0.6764337
5,0,506429984,-24.370071,1.2495487,-1.3669146,0.9533945,0.84069663,1.6748278,1.4936776,0.67549
5,0,506429984,2.8246431,-12.980605,-1.155518,0.810174,0.7927709,1.6322755,2.7449615,0.6722393
5,0,506429984,17.51978,-5.8069687,-0.7881716,0.9109928,0.8099986,1.4776217,0.87059295,0.66704005
5,0,506429984,23.819002,-2.1507409,-0.32958168,0.79623306,0.7860029,1.8056757,-0.30126196,0.661754
5,0,506429984,17.061098,-4.9102755,-0.8242617,0.8720946,0.7605651,1.4300408,0.83092624,0.632113
5,0,506429984,39.60338,-0.92085636,0.07178517,0.8941713,0.8231691,1.6897926,-0.1086041,0.63029677
5,0,506429984,-9.311859,49.412926,-0.13061313,0.95947814,0.8811496,1.7666577,1.6872714,0.62630814
5,0,506429984,-7.4097495,43.697144,-0.25925857,1.0393574,0.89637566,1.679275,1.7900603,0.6234655
5,0,506429984,35.432327,-1.1229681,-0.124053165,0.9146964,0.8166868,1.5352266,-0.13530587,0.6092703
5,0,506429984,24.019617,-3.215732,-0.38314456,0.85949475,0.8456675,1.7864174,0.42894575,0.59696865
5,0,506429984,59.77472,13.394264,1.393944,0.95452046,0.86755544,1.7627381,0.12028112,0.59672564
5,0,506429984,39.68351,-1.8498101,0.06268926,0.89417815,0.8424104,1.6989291,-0.06569224,0.58250207
5,0,506429984,2.1936054,-12.276461,-1.1769357,0.77679765,0.77529573,1.6444833,0.83247465,0.57237697
5,0,506429984,40.861347,-2.4737923,0.07365425,0.86829174,0.81281817,1.6820117,-0.095542304,0.56678873
5,0,506429984,-7.75012,39.305798,-0.45808,0.925537,0.84975487,1.6342804,-1.4044061,0.5368595
5,0,506429984,2.4828455,17.71122,-0.51777965,0.89073324,0.86341506,1.6165454,1.0800833,0.5156917
5,0,506429984,67.759735,0.20770593,0.8473403,0.9465845,0.932487,1.735921,0.05516953,0.48500845
5,0,506429984,-0.36351016,17.74858,-0.77709347,0.802004,0.74687445,1.4197117,-1.5973974,0.39675543
5,0,506429984,-61.635887,-25.250515,-2.820083,0.94095564,0.92823666,1.7414502,-2.9306567,0.36904982
5,0,506429984,-3.7777581,19.043186,-0.7711528,0.8924334,0.82715505,1.6725249,3.0312176,0.36062247
5,0,506429984,-25.55237,49.094364,-1.1131107,0.93368363,0.91270226,1.9713345,-0.04361405,0.35098374
5,0,506429984,2.5946596,-13.594034,-1.1763343,0.7911184,0.7667939,1.5735273,2.6717808,0.3398205
5,0,506429984,1.9531757,18.497252,-0.64564186,0.8090366,0.74285245,1.331233,-0.7594167,0.3274565
5,0,506429984,-63.921963,-28.92824,-2.8654046,0.92530817,0.86071736,1.6907672,0.39933896,0.32171854
5,0,506429984,59.917656,12.159353,1.3678157,0.9072149,0.8971347,1.7700644,0.28700703,0.31971487
6,0,606438072,25.130339,14.214899,-0.02469163,0.8698719,0.79102874,1.6360621,3.00599,0.82165235
6,0,606438072,-10.846387,28.347816,-0.97825116,1.0490656,0.9022234,1.7512317,2.2135262,0.81556183
6,0,606438072,32.82427,2.7695186,-0.08017449,0.9228617,0.88787216,1.6062331,-0.06833323,0.7995271
6,0,606438072,-6.4058967,22.87058,-0.7280056,1.0571283,0.89444214,1.8321006,1.8708911,0.7940086
6,0,606438072,33.59587,8.582452,0.20436998,1.044133,0.9216314,1.8474288,-3.1266193,0.78338027
6,0,606438072,23.722569,3.8223913,-0.371018,0.92951626,0.82766557,1.5521295,-3.1155932,0.7828339
6,0,606438072,-4.730945,18.554684,-0.782764,0.9452402,0.8490139,1.744788,2.1419566,0.7583001
6,0,606438072,24.811607,13.456415,-0.08985846,0.87933457,0.7926549,1.6586094,3.1734343,0.7529939
6,0,606438072,35.508022,-1.1491003,-0.108491346,0.91135013,0.8135055,1.5760562,-0.15243433,0.7494671
6,0,606438072,2.5950341,17.76494,-0.52153,0.8701652,0.8382876,1.6217508,1.1978272,0.74918133
