Frame#,secs,nsecs,x,y,z,l,w,h,orientation,confidence_level
128,12,806644945,-23.510916,39.35218,-1.4267373,0.78303015,0.78129274,1.7179935,2.5782323,0.4860654
128,12,806644945,62.91714,18.340717,1.6121252,0.9271403,0.8741153,1.6310579,-2.7561555,0.4722976
128,12,806644945,10.495066,-10.420533,-1.3308371,0.8801698,0.7629818,1.248029,0.65999323,0.46388024
128,12,806644945,54.422806,-2.4558082,0.45030183,0.9265805,0.8624509,1.7898852,-0.058584098,0.44552717
128,12,806644945,60.269836,9.974601,1.2648051,0.98396236,0.93546623,1.8452977,-2.8028586,0.4432419
128,12,806644945,-5.4264965,26.50136,-0.57462364,0.86284775,0.84783375,1.7615823,-1.245128,0.44055787
129,12,906396919,8.94766,3.0434146,-0.85543287,0.9061233,0.80180925,1.5268755,-3.130044,0.87176675
129,12,906396919,14.1466875,7.3514276,-0.49230963,1.1231071,0.9781568,1.82391,3.1258316,0.8565153
129,12,906396919,29.61961,2.1851664,-0.18937819,0.8834693,0.7961622,1.6521088,0.34815925,0.83994216
129,12,906396919,7.667319,-12.66687,-1.0168444,1.0144502,0.8457305,1.7354677,0.80000675,0.83383715
129,12,906396919,11.001055,15.500268,-0.3874864,0.91056585,0.78298914,1.7328769,3.0019176,0.8080013
129,12,906396919,9.358618,-21.379648,-1.2176156,1.0629183,0.85190755,1.7181311,0.017685829,0.79881155
129,12,906396919,29.922815,1.3678151,-0.20037441,0.94323057,0.89396435,1.6446213,0.36426428,0.7958542
129,12,906396919,-8.541264,35.92994,-0.5423575,0.96005744,0.86884683,1.6760972,1.8166407,0.7692185
129,12,906396919,47.913887,4.464979,0.4010145,0.913125,0.9019833,1.6090373,0.031429984,0.7491921
129,12,906396919,-24.455938,-10.23192,-1.2454119,0.86800677,0.8552095,1.6906883,1.0834664,0.74380225
129,12,906396919,1.4186138,-11.18386,-1.047391,0.813616,0.86097336,1.8393217,-1.0191596,0.72337234
129,12,906396919,2.0535104,-12.426989,-1.1657854,0.72980094,0.7557251,1.6451328,1.0435969,0.7170009
129,12,906396919,2.7478209,-13.485425,-1.1610382,0.7643865,0.7641214,1.6234968,1.7202168,0.7158701
129,12,906396919,2.989252,-11.450314,-1.165433,0.7037455,0.7095332,1.5765425,-2.0961456,0.7136524
129,12,906396919,22.461327,13.844012,-0.21283023,0.9163318,0.82004863,1.5750362,2.873479,0.70405835
129,12,906396919,3.4802508,-13.023303,-1.1518174,0.76391405,0.77812445,1.6431359,2.1872802,0.6691384
129,12,906396919,-21.365404,13.5100765,-1.4627427,0.9067691,0.88079756,1.7550017,1.430037,0.6672866
129,12,906396919,-4.146956,29.744164,-0.35544783,0.97489727,0.8702025,1.8420761,-1.5244062,0.6608997
129,12,906396919,-6.683095,34.718906,-0.53555125,0.998966,0.8707005,1.7062832,1.8613312,0.6366041
129,12,906396919,-3.6537886,19.158255,-0.72540313,0.7858733,0.8091745,1.7281206,-2.3016984,0.62429947
129,12,906396919,-0.38593438,17.71579,-0.76101834,0.8285939,0.7644647,1.3958412,-1.4979057,0.59141314
129,12,906396919,-8.085997,40.614292,-0.3516261,0.9618279,0.86615884,1.776169,1.7110436,0.59044826
129,12,906396919,2.2706823,17.96744,-0.53771526,0.8028748,0.7863843,1.5835345,-1.7305502,0.5837938
129,12,906396919,23.688168,-2.2952697,-0.37604493,0.8060116,0.8147047,1.8251253,-0.6468419,0.5813237
129,12,906396919,-4.4905243,26.533878,-0.5845614,0.82859075,0.8200573,1.6796933,-1.844341,0.5723727
129,12,906396919,52.56187,-1.336904,0.4211697,0.88104975,0.8332416,1.7785726,-0.06314354,0.56294
129,12,906396919,1.871282,18.483965,-0.63422865,0.7316472,0.70678043,1.368589,-1.5639626,0.5623022
129,12,906396919,-53.070606,43.381935,-3.272515,0.8721462,0.80218655,1.6464641,-0.2748371,0.534301
129,12,906396919,10.614125,-10.288028,-1.3808316,0.8366357,0.74567217,1.1787032,0.62366766,0.51914
129,12,906396919,-5.3842483,26.463026,-0.57463616,0.8145475,0.8282522,1.7548375,-1.2476501,0.509161
129,12,906396919,-12.964674,57.99026,0.42284077,0.99851245,0.90427506,1.8514811,0.9935796,0.4703555
129,12,906396919,23.81698,-2.943408,-0.34686428,0.8401691,0.82849693,1.8503151,0.5095438,0.43322006
129,12,906396919,62.74658,18.344746,1.6953096,0.96637017,0.9066865,1.6497582,-2.844018,0.41571862
129,12,906396919,-58.10013,-22.093035,-2.644768,0.8661109,0.8257965,1.7108113,0.20019597,0.3842825
129,12,906396919,-58.1655,-22.914944,-2.7053611,0.88498974,0.8949043,1.6578425,-0.054260075,0.3546306
129,12,906396919,60.176,9.89523,1.2444129,1.0122288,0.95238686,1.887815,-2.769796,0.3425247
129,12,906396919,-4.495068,20.676554,-0.89743406,0.82113534,0.783539,1.4563637,-2.923236,0.31300476
129,12,906396919,46.897713,-1.3947861,0.17484815,0.9232553,0.8464601,1.567769,-0.010381931,0.30154225
130,13,6867204,14.028063,7.369999,-0.49581498,1.1216264,0.99270886,1.8368373,-3.135368,0.88197243
130,13,6867204,8.840338,3.043723,-0.86578923,0.9343078,0.7848828,1.5418785,-3.099283,0.8808922
130,13,6867204,7.766219,-12.614263,-0.99774945,1.0054189,0.8410002,1.7194662,0.7778128,0.8665506
130,13,6867204,9.495594,-21.36008,-1.2075588,1.0156742,0.833705,1.7133542,0.005419802,0.8188987
130,13,6867204,29.724943,2.2171025,-0.12580363,0.92881095,0.8336981,1.7532468,0.3389372,0.8176993
130,13,6867204,-8.524696,36.10514,-0.5266717,0.97074133,0.839158,1.6992102,1.7178804,0.8138033
130,13,6867204,30.036573,1.4290018,-0.18882553,0.9611053,0.8868036,1.6663193,0.36982575,0.8119776
130,13,6867204,48.075573,4.4693418,0.40294665,0.9285604,0.90115076,1.6336495,-0.0039800843,0.7964599
130,13,6867204,10.867409,15.49,-0.3980071,0.93156403,0.79923975,1.7381344,-3.1807556,0.7950871
130,13,6867204,1.4382247,-11.175564,-1.0404118,0.8248929,0.85212505,1.8535112,-0.9900814,0.7797613
130,13,6867204,10.880676,16.143425,-0.35012013,0.88842547,0.81693536,1.75645,-3.026157,0.75404924
130,13,6867204,-24.438404,-10.176739,-1.275092,0.86437064,0.8498586,1.657418,1.1394496,0.74493974
130,13,6867204,-20.562527,13.481749,-1.3729783,0.9242115,0.8422029,1.7107329,1.3005588,0.7194486
130,13,6867204,2.9802191,-11.448632,-1.1518672,0.7178902,0.7261227,1.6073276,-2.172566,0.7055361
130,13,6867204,2.0285819,-12.411686,-1.1554378,0.7092823,0.75244886,1.6235298,1.090153,0.6997916
130,13,6867204,22.335804,13.912041,-0.20717554,0.9120253,0.825682,1.5991905,2.7975364,0.6995703
130,13,6867204,52.688957,-1.359456,0.42121476,0.89066136,0.8359844,1.769107,-0.052637637,0.672408
130,13,6867204,23.834648,-3.0421348,-0.3516062,0.8263953,0.8179477,1.81358,0.4372319,0.6674773
130,13,6867204,3.479906,-13.025947,-1.147453,0.7546011,0.77001643,1.6358091,2.2128093,0.66437
130,13,6867204,-4.1135354,29.631418,-0.40065843,0.9346312,0.86635745,1.7755263,-1.4401568,0.65766346
130,13,6867204,2.741276,-13.487335,-1.1473649,0.7430175,0.75363797,1.6302687,1.8796613,0.6417754
130,13,6867204,10.775987,-10.203514,-1.3037937,0.8598438,0.7478419,1.2180672,0.5875272,0.6306781
130,13,6867204,47.03315,-1.3893803,0.13474937,0.918342,0.8300479,1.5837249,-0.030736985,0.62561935
130,13,6867204,53.000153,-2.0682588,0.4570374,0.90126383,0.82186425,1.7791574,-0.06805844,0.5827268
130,13,6867204,33.334217,16.73082,0.3185863,0.9033493,0.8258793,1.5058084,2.9440017,0.5624598
130,13,6867204,-8.12879,40.73518,-0.33320397,0.98363066,0.88246065,1.7991095,1.681112,0.5432411
130,13,6867204,-4.5256386,26.484594,-0.55265707,0.82500833,0.8123816,1.7304399,-2.0040872,0.5315992
130,13,6867204,-6.6555376,34.880535,-0.48920375,0.975308,0.88217396,1.7146693,1.8056369,0.5267067
130,13,6867204,23.644817,-2.300637,-0.38795668,0.79327506,0.80616385,1.7671542,-0.85155714,0.52456003
130,13,6867204,-5.3474817,26.451324,-0.5701489,0.7914459,0.8151657,1.7486758,-1.3983661,0.52387214
130,13,6867204,2.2937868,18.027073,-0.52536505,0.8438719,0.8464883,1.6334563,0.93232936,0.5231172
130,13,6867204,-0.37472573,17.722076,-0.7481012,0.8193702,0.7504387,1.34646,-1.5646517,0.5085099
130,13,6867204,60.04714,9.860352,1.3001256,0.9818926,0.9361804,1.8133583,-2.8510988,0.48755115
130,13,6867204,-58.021713,-22.98132,-2.7052977,0.8744564,0.8678547,1.7235761,-0.15911774,0.4416179
130,13,6867204,-21.277397,13.590181,-1.4105893,0.8910794,0.83901054,1.7074815,1.3587025,0.402994
130,13,6867204,-4.4924707,20.637661,-0.90521574,0.8216311,0.78000754,1.4817322,-2.8618379,0.3838219
130,13,6867204,-52.986565,43.3383,-3.2581356,0.8485216,0.8099222,1.6532804,-0.4720295,0.3697646
130,13,6867204,1.4985574,18.641897,-0.6754783,0.7935808,0.7048942,1.212276,-1.4437056,0.3333644
130,13,6867204,62.66496,18.317627,1.7417095,0.9472679,0.91295284,1.6520015,-2.8464823,0.33077303
130,13,6867204,-12.917006,58.133034,0.4898824,0.99427307,0.92655975,1.886886,1.1434802,0.32784802
130,13,6867204,7.853037,21.870363,-0.32992536,0.8795639,0.75156856,1.0515321,-2.4484348,0.31332448
130,13,6867204,5.0748334,17.86514,-0.3585177,0.78570867,0.80430263,1.7709607,-1.7472138,0.3058224
131,13,107163384,13.871199,7.359006,-0.5071762,1.091079,0.9755829,1.8255645,-3.1384597,0.8870544
131,13,107163384,8.723572,3.0438821,-0.8576245,0.91031605,0.8020702,1.5411134,-3.132999,0.8808961
131,13,107163384,29.836714,2.2414062,-0.11638932,0.9161635,0.8195697,1.758263,0.33929443,0.848611
131,13,107163384,30.145765,1.4865601,-0.17055278,0.92492014,0.88065475,1.6454643,0.45321953,0.8397577
131,13,107163384,7.856826,-12.533205,-0.99061954,0.990766,0.8589167,1.7268583,0.758028,0.8312062
131,13,107163384,9.702983,-21.344942,-1.1938927,1.0001209,0.82878655,1.6806418,0.057232995,0.80882883
131,13,107163384,10.775158,15.562186,-0.3886457,0.9091032,0.80538607,1.7562646,3.0549328,0.7926988
131,13,107163384,48.207333,4.4898543,0.39724392,0.9403584,0.94175744,1.6212525,0.027542925,0.78880376
131,13,107163384,-24.433893,-10.117997,-1.2615976,0.860914,0.845786,1.6699208,1.2019901,0.7475533
131,13,107163384,1.452667,-11.188386,-1.0406407,0.8213237,0.8871866,1.8532264,-0.9542825,0.7440618
131,13,107163384,-8.527974,36.211414,-0.5377982,0.9832199,0.86355317,1.6804135,1.6197493,0.7345323
131,13,107163384,2.0305712,-12.407443,-1.1389672,0.7158164,0.766026,1.6598094,1.1243556,0.71253514
131,13,107163384,-4.0674543,29.521029,-0.3820204,0.9386959,0.88028884,1.7806671,-1.4340576,0.7031105
131,13,107163384,22.223,13.969449,-0.19541697,0.910746,0.8307669,1.5904132,2.8226862,0.68968534
131,13,107163384,3.0028908,-11.458071,-1.1680342,0.7101339,0.7068965,1.5637388,-2.13187,0.6876721
131,13,107163384,3.4958196,-13.042201,-1.1347617,0.76358724,0.77241266,1.653057,2.4665926,0.6728058
131,13,107163384,2.752819,-13.509123,-1.1688097,0.7639343,0.77479863,1.6359757,1.8131983,0.6674952
131,13,107163384,-6.711188,34.975925,-0.44535273,0.96309793,0.8758754,1.7720133,1.8324826,0.63595563
131,13,107163384,5.0790734,17.84588,-0.35753626,0.780166,0.80978465,1.7968657,-1.6900395,0.62015927
131,13,107163384,47.09783,-1.4016638,0.15037079,0.9077195,0.8518427,1.648183,-0.0015977696,0.61357003
131,13,107163384,10.865325,-10.167838,-1.1899767,0.94101447,0.8268327,1.5240813,0.5763279,0.6086544
131,13,107163384,-0.38683975,17.713068,-0.7661571,0.8257182,0.7531656,1.3579932,-1.6628807,0.5705258
131,13,107163384,-21.437914,13.798403,-1.3738183,0.8705393,0.81172955,1.6886199,1.34397,0.5670826
131,13,107163384,33.246628,16.748873,0.29869455,0.8965881,0.8015809,1.5016495,3.1457038,0.56548935
131,13,107163384,52.79574,-1.305338,0.46380395,0.92275834,0.863865,1.8327837,0.0745952,0.56156987
131,13,107163384,59.89437,9.828945,1.3541157,0.9926217,0.9369032,1.8174994,-3.0568743,0.5544539
131,13,107163384,-3.64218,19.121578,-0.71862394,0.7789957,0.7930724,1.6990048,-2.186261,0.5498705
131,13,107163384,23.642351,-2.2957814,-0.38534647,0.79976755,0.8111079,1.7722785,-0.88160396,0.5139743
131,13,107163384,-4.511032,26.480469,-0.5181723,0.8152702,0.81598943,1.7549059,-1.7025251,0.5005901
131,13,107163384,54.74907,-2.4046564,0.4458024,0.88293445,0.8390238,1.7911034,-0.019663991,0.46348888
131,13,107163384,-12.889845,58.264774,0.40382355,0.94112647,0.9128083,1.8278767,1.8253402,0.44608086
131,13,107163384,-57.90551,-22.969688,-2.6291232,0.89387375,0.8863922,1.6714184,0.024108727,0.4243862
131,13,107163384,1.9290591,18.466686,-0.59327847,0.7962027,0.745514,1.441188,-0.9242093,0.41264185
131,13,107163384,-57.893997,-22.04735,-2.600232,0.8649717,0.8309338,1.6693099,0.10801721,0.3943583
131,13,107163384,-4.5031023,20.678242,-0.9022302,0.80616665,0.7740889,1.433115,-2.7097242,0.3923502
131,13,107163384,62.51807,18.3515,1.7643821,0.9428181,0.9250279,1.6512426,-2.9771128,0.36415616
132,13,206329275,8.6088705,3.0426285,-0.86567634,0.9441465,0.80180365,1.5559962,-3.1691115,0.9080074
132,13,206329275,13.698706,7.368465,-0.50418204,1.0952554,0.98295414,1.8424577,-3.1810524,0.8758114
132,13,206329275,7.925454,-12.467381,-0.99323505,0.97935945,0.8266652,1.6650404,0.6225463,0.8369781
132,13,206329275,29.992716,2.273194,-0.15092926,0.90054446,0.8232332,1.7310219,0.32325232,0.8368063
132,13,206329275,30.239628,1.5212313,-0.173968,0.90160745,0.8588399,1.6652424,0.40548944,0.8076035
132,13,206329275,-7.878439,15.462026,-1.115049,1.5039855,0.9272528,1.8159302,-1.327784,0.80346805
132,13,206329275,9.836721,-21.336958,-1.1953956,0.9900318,0.8288244,1.6616433,0.03653095,0.7873278
132,13,206329275,10.704454,15.597352,-0.39113468,0.88308084,0.77942175,1.7547007,3.0451398,0.7863755
132,13,206329275,1.455604,-11.170761,-1.0458761,0.81685513,0.83832407,1.8466336,-0.92325306,0.7790033
132,13,206329275,48.302063,4.4688373,0.40655893,0.9349323,0.92294,1.6205267,0.021744877,0.7651589
132,13,206329275,2.9871612,-11.4492035,-1.1628,0.7193864,0.71677,1.5789341,-2.2184193,0.7394633
132,13,206329275,2.019477,-12.423276,-1.1605667,0.72688806,0.75710595,1.6121048,0.98339224,0.7123635
132,13,206329275,-8.522796,36.397274,-0.52391285,0.97141045,0.8531536,1.6647633,1.5932254,0.711327
132,13,206329275,-24.422735,-10.009316,-1.265623,0.8614158,0.85724854,1.708227,1.2228132,0.6911376
132,13,206329275,22.12615,14.001375,-0.19924895,0.9377057,0.84222645,1.6178141,2.7232616,0.67656446
132,13,206329275,3.5222445,-13.039133,-1.1407565,0.7778983,0.78437024,1.663894,-3.6968348,0.6715127
132,13,206329275,-4.050146,29.459711,-0.35627252,0.9095825,0.87297714,1.7479101,-1.4281085,0.66807187
132,13,206329275,-21.368399,13.872648,-1.4207891,0.8744135,0.8149887,1.6819512,1.4538132,0.66619337
132,13,206329275,-6.7182474,35.099617,-0.45280653,0.9464019,0.8607259,1.7469788,1.8640156,0.6546209
132,13,206329275,2.771105,-13.526848,-1.1482264,0.7773656,0.78108907,1.6474118,3.5065718,0.65453213
132,13,206329275,2.440903,17.898378,-0.5069422,0.87979037,0.865081,1.6673837,-0.36623004,0.6465641
132,13,206329275,-3.6245744,19.105373,-0.7613167,0.79333687,0.7952168,1.6575005,-2.0335765,0.60625756
132,13,206329275,52.92557,-1.2586478,0.4326071,0.9406908,0.86273724,1.7873876,0.0032336926,0.59403324
132,13,206329275,59.843864,9.702408,1.2620189,0.9801971,0.9287494,1.72504,-2.6791065,0.5674881
132,13,206329275,47.223866,-1.3626047,0.061934065,0.8832822,0.82488036,1.6124371,0.04437179,0.5651623
132,13,206329275,33.173325,16.744202,0.31517857,0.9058824,0.8381546,1.5042125,-3.051452,0.5501965
132,13,206329275,5.048483,17.844818,-0.35993677,0.8172987,0.82842386,1.8473513,-1.7658005,0.5449209
132,13,206329275,23.629896,-2.3061876,-0.35342354,0.79860556,0.8073259,1.8182906,-0.68105733,0.5115502
132,13,206329275,10.942744,-10.097473,-1.0630944,0.9345558,0.83994156,1.5781504,0.5985789,0.5091421
132,13,206329275,-4.49965,20.701504,-0.8449401,0.86490345,0.8030487,1.5593661,-2.832625,0.50177324
132,13,206329275,53.204456,-2.0839925,0.39757103,0.8870582,0.8234213,1.8455212,-0.028348656,0.49953973
132,13,206329275,-0.40009594,17.703312,-0.7691898,0.8180668,0.7441078,1.3503703,-1.6185832,0.46512926
132,13,206329275,-12.872406,58.358944,0.4349982,0.97443753,0.9303224,1.8541831,1.8848208,0.45446205
132,13,206329275,-57.81895,-22.955048,-2.6112309,0.9012175,0.91167283,1.6643121,0.14440365,0.3958955
132,13,206329275,-57.848877,-22.017357,-2.5864458,0.8542599,0.82096386,1.6621133,0.13071531,0.38763216
132,13,206329275,54.883152,-2.3441699,0.50073546,0.9552689,0.86538196,1.7994639,-0.046076804,0.36631244
133,13,306892069,8.489871,3.0603986,-0.8660562,0.9246113,0.7870976,1.5620033,-3.1594214,0.8839749
133,13,306892069,13.531356,7.410206,-0.5048048,1.0893421,0.95173323,1.8473172,-3.174553,0.8818533
133,13,306892069,30.10214,2.2787168,-0.14024119,0.8917212,0.801434,1.7228558,0.35949495,0.8006217
133,13,306892069,8.044722,-12.39565,-0.98469007,0.9793181,0.85624474,1.7019104,0.6319019,0.79974127
133,13,306892069,30.324604,1.5486555,-0.16166179,0.8944933,0.82501286,1.6993798,0.41454515,0.7988714
133,13,306892069,48.442722,4.4777427,0.41977066,0.9207509,0.89855516,1.609262,0.08021899,0.79464906
133,13,306892069,10.05258,-21.31832,-1.2241406,1.0690494,0.85871553,1.6918595,0.003144612,0.7764111
133,13,306892069,1.4879531,-11.145887,-1.0379616,0.82715714,0.8530684,1.858323,-1.026017,0.73372775
133,13,306892069,10.632563,16.167654,-0.43957883,0.8588863,0.7791687,1.5948285,-3.0625095,0.72187155
133,13,306892069,2.987028,-11.447361,-1.1722449,0.7127845,0.7157524,1.56139,-2.1420686,0.71084636
133,13,306892069,-3.946896,29.347258,-0.33214492,0.9448809,0.8796396,1.7348899,-1.3206865,0.7022911
133,13,306892069,22.063871,14.077822,-0.20340292,0.9420908,0.8343008,1.5998993,2.6112232,0.6912605
133,13,306892069,-24.405294,-9.956822,-1.2627492,0.8276038,0.85681194,1.6800356,0.9872431,0.6896574
133,13,306892069,-0.42019445,17.692944,-0.8051523,0.7855344,0.7339347,1.252738,-1.6386186,0.6873305
133,13,306892069,2.4875023,17.900215,-0.5138193,0.8656161,0.84102935,1.664335,-0.3824177,0.6863816
133,13,306892069,2.03914,-12.417247,-1.1478943,0.7276348,0.75226456,1.638191,0.8942852,0.66453105
133,13,306892069,3.5186203,-13.034622,-1.1433735,0.7905722,0.79077625,1.6636765,2.6520905,0.6621913
133,13,306892069,-21.344236,13.999353,-1.4712842,0.8775893,0.8258125,1.6748154,1.6237773,0.6590322
133,13,306892069,-8.55465,36.54768,-0.59903115,0.973705,0.84989226,1.6087427,1.7438365,0.65780747
133,13,306892069,2.7642999,-13.533959,-1.155937,0.784957,0.78393805,1.6458538,3.0831785,0.6186704
133,13,306892069,53.011814,-1.1616429,0.4467594,0.9335568,0.87339914,1.8349628,0.056454066,0.56868577
133,13,306892069,11.050395,-10.043173,-1.0258006,0.9572536,0.8573004,1.5912372,0.64703774,0.56762946
133,13,306892069,59.70121,9.528866,1.0686605,0.9906463,0.96612674,1.7409024,-2.5124576,0.5542814
133,13,306892069,55.03625,-2.3674328,0.4830138,0.9606864,0.85985357,1.7724742,-0.027909895,0.5398261
133,13,306892069,-3.6346726,19.12033,-0.742266,0.79225516,0.8118125,1.7151219,-2.1325052,0.53124243
133,13,306892069,5.1097503,17.884573,-0.3515163,0.7964892,0.8274387,1.8122853,-1.5756103,0.49391413
133,13,306892069,23.644993,-2.315966,-0.3749463,0.7964535,0.80994916,1.7751684,-0.78019303,0.48061362
133,13,306892069,53.27652,-2.0969732,0.37644547,0.8751919,0.8227336,1.7684913,-0.0014377544,0.46748412
133,13,306892069,62.17099,18.53032,1.7862754,0.93326515,0.8672173,1.6278026,-3.1378007,0.43718907
133,13,306892069,-49.04305,-21.181364,-2.3745637,0.9024957,0.85671866,1.7497897,0.28624505,0.4337769
133,13,306892069,33.099377,16.685131,0.29800147,0.8894344,0.82447976,1.4667332,-2.9331415,0.42697695
133,13,306892069,-52.59764,43.433193,-3.288704,0.92892545,0.85267776,1.7037222,-0.17841102,0.4257147
133,13,306892069,-12.748751,58.545097,0.46646613,0.9500967,0.89448,1.8757532,1.630893,0.34894538
133,13,306892069,-4.429791,20.692131,-0.8589629,0.8622488,0.7968739,1.4552945,-2.804855,0.3476954
133,13,306892069,47.33449,-1.3407645,0.035648655,0.897464,0.8374415,1.5486084,0.003159713,0.33719543
133,13,306892069,-57.781185,-21.996922,-2.5849526,0.8265876,0.80940175,1.6361268,0.17201176,0.31204012
133,13,306892069,23.82904,-2.9448364,-0.35616046,0.8026058,0.7959917,1.7994366,0.3583827,0.30033287
134,13,407105038,13.380783,7.4107823,-0.50282806,1.1167375,0.98548234,1.8423755,-3.1718726,0.8764694
134,13,407105038,8.370027,3.0695977,-0.8668514,0.8978729,0.8125029,1.5525398,-3.0702932,0.87099767
134,13,407105038,8.095114,-12.333156,-0.9806983,0.99452263,0.86632717,1.7069818,0.633,0.79907095
134,13,407105038,30.183601,2.3924482,-0.14889841,0.8991302,0.81776017,1.7033023,0.48304132,0.7928999
134,13,407105038,10.164449,-21.30296,-1.2112467,1.0040014,0.85443544,1.6715821,0.011338105,0.7848195
134,13,407105038,48.547787,4.509452,0.40022272,0.93001825,0.8928147,1.6318909,0.1609316,0.7711301
134,13,407105038,-21.356161,14.069906,-1.4848021,0.8907341,0.8372419,1.6862433,1.5839415,0.7585268
134,13,407105038,10.592348,15.640252,-0.4379112,0.81924903,0.7858318,1.6469692,3.1689491,0.7517291
134,13,407105038,2.987296,-11.451268,-1.1736304,0.71560764,0.7187467,1.5679755,-2.1866112,0.722821
134,13,407105038,30.467518,1.5957341,-0.17383139,0.9138436,0.8125527,1.6229601,0.48180658,0.72118545
134,13,407105038,-24.383762,-9.902717,-1.2555542,0.83361316,0.830217,1.6870174,1.1453766,0.7196929
134,13,407105038,1.4898242,-11.133679,-1.0429862,0.81448436,0.8432596,1.840275,-0.9730067,0.71840835
134,13,407105038,-8.536991,36.73683,-0.6427799,0.89702815,0.7977979,1.5419382,1.8057775,0.7089864
134,13,407105038,-3.9555585,29.263311,-0.34613258,0.9270383,0.8616359,1.7366683,-1.260505,0.7048926
134,13,407105038,21.903868,14.123973,-0.21964638,0.94225276,0.8340773,1.5984367,2.6971383,0.69229287
134,13,407105038,3.5120602,-13.0212555,-1.14157,0.7713991,0.78298104,1.6619952,2.3366039,0.67023027
134,13,407105038,2.498001,17.871637,-0.5224208,0.84607494,0.8326596,1.6332668,-0.47338468,0.6527722
134,13,407105038,2.0533943,-12.393324,-1.1504441,0.72358453,0.73855627,1.6519998,0.9618818,0.63736814
134,13,407105038,2.7697084,-13.520151,-1.1638159,0.78445476,0.7881053,1.6575289,2.147734,0.6049278
134,13,407105038,23.646431,-2.3133943,-0.3711887,0.8043422,0.8060082,1.7830144,-0.67475253,0.58295596
134,13,407105038,59.56531,9.488787,1.0572438,1.0323151,1.0164695,1.7981284,-2.576361,0.5487221
134,13,407105038,-12.890062,58.686527,0.55326384,0.95522594,0.90895826,1.8429043,1.301425,0.5460165
134,13,407105038,53.136433,-1.2731204,0.45161122,0.9497548,0.89113146,1.8380845,-0.00051368866,0.5418253
134,13,407105038,55.112087,-2.375991,0.4888808,0.9571499,0.8627333,1.7739741,0.0015882431,0.5119329
134,13,407105038,-0.39860976,17.700306,-0.79490477,0.81589836,0.73856723,1.289998,-1.5995344,0.51100415
134,13,407105038,11.243763,-9.930723,-0.98312104,1.001857,0.86641014,1.640251,0.6321368,0.48454037
134,13,407105038,33.020546,16.661512,0.2990548,0.88350856,0.82510984,1.5030767,-2.7136714,0.47011405
134,13,407105038,-3.628427,19.109911,-0.73659486,0.8027411,0.8099409,1.7320336,-2.1679933,0.4400659
134,13,407105038,-48.948795,-21.173874,-2.3648174,0.88619226,0.857774,1.7405348,0.21633166,0.40700743
134,13,407105038,47.421722,-1.3465972,0.06954546,0.91424924,0.83160925,1.5097554,-0.0829399,0.4024193
134,13,407105038,1.9130374,18.412718,-0.60590416,0.8357132,0.77399635,1.4011974,-1.0534518,0.3718401
134,13,407105038,-4.6492395,26.379812,-0.584871,0.83166766,0.8289199,1.7671194,-1.58568,0.34753987
134,13,407105038,-57.684456,-21.98066,-2.5778022,0.8378779,0.80252296,1.6520222,0.16902038,0.33373973
134,13,407105038,-2.2565153,17.747807,-0.91947484,0.7468406,0.69750893,1.1134477,-1.7887266,0.33092988
134,13,407105038,-4.6052256,23.067059,-0.7831786,0.8680212,0.8234453,1.6234426,1.6749548,0.30350086
134,13,407105038,-8.39412,41.406162,-0.28946525,0.95452136,0.88155615,1.8291905,1.8717482,0.30082583
135,13,506947825,8.235308,3.096563,-0.8705184,0.918407,0.8197163,1.5473393,3.071961,0.87649053
135,13,506947825,13.238221,7.419306,-0.51858395,1.1261004,1.0352143,1.8801652,-3.1320632,0.8369088
135,13,506947825,10.317638,-21.283443,-1.2000977,1.0374733,0.8585361,1.6713309,0.049757533,0.80874467
135,13,506947825,-8.56981,36.910725,-0.57481474,0.9458746,0.8269395,1.6055464,1.6421188,0.8019051
135,13,506947825,48.65859,4.5175657,0.40328783,0.91344625,0.87251174,1.6351746,0.10150869,0.78384167
135,13,506947825,8.144832,-12.264117,-0.9731465,1.0058355,0.8728313,1.7124304,0.7141887,0.7798322
135,13,506947825,1.457114,-11.143945,-1.0540867,0.8253951,0.876654,1.8170023,-0.88146895,0.7764295
135,13,506947825,-21.371433,14.162824,-1.4722412,0.8992568,0.8558332,1.6989124,1.614295,0.77587265
135,13,506947825,30.566767,1.7106129,-0.15428238,0.8768005,0.8121654,1.6537424,0.43769538,0.759585
135,13,506947825,30.318695,2.4041972,-0.11284141,0.9040814,0.8320499,1.7464993,0.40620103,0.75560796
135,13,506947825,-3.669793,19.10756,-0.7357145,0.785084,0.80601907,1.7042364,-2.0541506,0.71395063
135,13,506947825,-24.376047,-9.823328,-1.2622867,0.82726383,0.8346944,1.6811751,1.1780374,0.712406
135,13,506947825,-3.912642,29.184162,-0.41841942,0.8905185,0.86172014,1.6897812,-1.250167,0.71237797
135,13,506947825,2.9976833,-11.4687605,-1.1666762,0.7321159,0.72479457,1.5664426,-2.1205049,0.710913
135,13,506947825,10.551826,15.646549,-0.44359988,0.82415015,0.7908748,1.648504,3.368884,0.698667
135,13,506947825,3.5138776,-13.023221,-1.1587334,0.7673446,0.7785323,1.6395351,2.4206738,0.6908089
135,13,506947825,2.0281432,-12.425579,-1.142065,0.7357289,0.7656522,1.6640642,0.95951605,0.6840938
135,13,506947825,21.795742,14.220582,-0.21450607,0.9548626,0.8474583,1.6282398,2.6295822,0.6755608
